# KrakenUniq v1.0.4 DATE:2025-11-25T19:37:37Z DB:/mnt/data/standard_db DB_SIZE:404451462724 WD:/mgvd
# CL:/opt/conda/bin/krakenuniq --db /mnt/data/standard_db --threads 8 --report-file REPORTFILE.tsv --output krakenuniq_output.tsv --classified-out krakenuniq_classified.tsv --unclassified-out krakenuniq_unclassified.tsv /mnt/data/test/Carma_eval_carma.fasta.gz
%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
2.5	625	625	3563038	1	NA	0	no rank	unclassified
97.5	24375	58	2267212	1.02	6.727e-05	1	no rank	root
96.9	24224	0	2248654	1.02	6.734e-05	131567	no rank	  cellular organisms
96.9	24224	6	2248272	1.02	7.517e-05	2	superkingdom	    Bacteria
70.34	17585	12	1584496	1.04	0.0001067	1224	phylum	      Proteobacteria
37.8	9451	5	876330	1.04	0.000121	1236	class	        Gammaproteobacteria
14.17	3542	0	332252	1.02	0.0006184	135623	order	          Vibrionales
14.17	3542	3	332252	1.02	0.0006184	641	family	            Vibrionaceae
9.368	2342	183	217540	1.01	0.0004667	662	genus	              Vibrio
5.18	1295	55	109021	1	0.00123	717610	species group	                Vibrio harveyi group
4.952	1238	1227	96502	1	0.003713	670	species	                  Vibrio parahaemolyticus
0.02	5	0	7	1	3.283e-05	1338031	no rank	                    Vibrio parahaemolyticus O1:K33
0.02	5	5	7	1	3.283e-05	1338032	strain	                      Vibrio parahaemolyticus O1:K33 str. CDC_K4557
0.008	2	0	5	1	1.581e-05	1338033	no rank	                    Vibrio parahaemolyticus O1:Kuk
0.008	2	2	5	1	1.581e-05	1338034	strain	                      Vibrio parahaemolyticus O1:Kuk str. FDA_R31
0.008	2	2	2	1	7.841e-06	1211705	strain	                    Vibrio parahaemolyticus BB22OP
0.004	1	1	32	1	0.0001098	1429044	strain	                    Vibrio parahaemolyticus UCM-V493
0.004	1	1	6	1	0.003839	223926	strain	                    Vibrio parahaemolyticus RIMD 2210633
0.004	1	1	7	1	6.435e-07	663	species	                  Vibrio alginolyticus
0.004	1	1	5	1	4.542e-07	680	species	                  Vibrio campbellii
3.416	854	840	33728	1.01	0.002163	666	species	                Vibrio cholerae
0.048	12	12	310	1	0.0424	579112	strain	                  Vibrio cholerae M66-2
0.004	1	1	26	1	0.01165	948564	strain	                  Vibrio cholerae C6706
0.004	1	1	1	1	3.346e-05	1420885	strain	                  Vibrio cholerae MS6
0.012	3	3	29	1	2.614e-06	674	species	                Vibrio mimicus
0.004	1	0	23	1	5.879e-07	2614977	no rank	                unclassified Vibrio
0.004	1	1	8	1	2.88e-06	2714948	species	                  Vibrio sp. HDW18
0.004	1	0	16	1	7.645e-07	672	species	                Vibrio vulnificus
0.004	1	1	15	1	2.737e-05	196600	strain	                  Vibrio vulnificus YJ016
0.004	1	1	6	1	1.369e-06	265668	species	                Vibrio ponticus
0.004	1	1	6	1	1.047e-05	650003	species	                Vibrio paracholerae
0.004	1	1	2	1	3.044e-07	104609	species	                Vibrio penaeicida
0.004	1	1	2	1	8.306e-07	1763883	species	                Vibrio cidicii
0.004	1	1	2	1	2.773e-07	55601	species	                Vibrio anguillarum
