# KrakenUniq v1.0.4 DATE:2025-11-25T19:12:31Z DB:/mnt/data/standard_db DB_SIZE:404451462724 WD:/mgvd
# CL:/opt/conda/bin/krakenuniq --db /mnt/data/standard_db --threads 8 --report-file REPORTFILE2.tsv --classified-out krakenuniq_classified2.tsv --unclassified-out krakenuniq_unclassified2.tsv --quick /mnt/data/test/Carma_eval_carma.fasta.gz
%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
2.5	625	625	650744	1	NA	0	no rank	unclassified
97.5	24375	118	24375	1	7.232e-07	1	no rank	root
96.7	24174	3	24174	1	7.24e-07	131567	no rank	  cellular organisms
96.68	24171	76	24171	1	8.081e-07	2	superkingdom	    Bacteria
69.92	17480	112	17480	1	1.178e-06	1224	phylum	      Proteobacteria
37.44	9359	84	9359	1	1.292e-06	1236	class	        Gammaproteobacteria
13.96	3489	0	3483	1	6.482e-06	135623	order	          Vibrionales
13.96	3489	23	3483	1	6.482e-06	641	family	            Vibrionaceae
9.216	2304	812	2303	1	4.941e-06	662	genus	              Vibrio
4.444	1111	129	1110	1	1.253e-05	717610	species group	                Vibrio harveyi group
3.92	980	978	979	1	3.767e-05	670	species	                  Vibrio parahaemolyticus
0.008	2	0	2	1	9.381e-06	1338031	no rank	                    Vibrio parahaemolyticus O1:K33
0.008	2	2	2	1	9.381e-06	1338032	strain	                      Vibrio parahaemolyticus O1:K33 str. CDC_K4557
0.004	1	0	1	1	1.403e-07	2315253	species subgroup	                  Vibrio diabolicus subgroup
0.004	1	1	1	1	2.386e-07	50719	species	                    Vibrio diabolicus
0.004	1	1	1	1	9.084e-08	680	species	                  Vibrio campbellii
1.512	378	376	378	1	2.424e-05	666	species	                Vibrio cholerae
0.004	1	1	1	1	3.346e-05	1420885	strain	                  Vibrio cholerae MS6
0.004	1	1	1	1	0.0001368	579112	strain	                  Vibrio cholerae M66-2
0.004	1	1	1	1	1.745e-06	650003	species	                Vibrio paracholerae
0.004	1	0	1	1	2.556e-08	2614977	no rank	                unclassified Vibrio
0.004	1	1	1	1	1.722e-06	2014742	species	                  Vibrio sp. 2521-89
0.004	1	1	1	1	1.833e-07	2572923	species	                Vibrio taketomensis
4.648	1162	17	1162	1	0.0001391	511678	genus	              Aliivibrio
4.58	1145	1104	1145	1	0.0002693	40269	species	                Aliivibrio salmonicida
0.164	41	41	41	1	0.000183	316275	strain	                  Aliivibrio salmonicida LFI1238
8.768	2192	90	2192	1	1.139e-06	91347	order	          Enterobacterales
8.392	2098	1908	2098	1	2.187e-06	543	family	            Enterobacteriaceae
0.452	113	10	113	1	1.166e-06	561	genus	              Escherichia
0.392	98	92	98	1	1.469e-06	562	species	                Escherichia coli
0.004	1	1	1	1	0.0002357	1329907	strain	                  Escherichia coli APEC IMT5155
0.004	1	1	1	1	1.895e-06	83334	serotype	                  Escherichia coli O157:H7
0.004	1	1	1	1	4.622e-05	2072463	serogroup	                  Escherichia coli O78
0.004	1	1	1	1	0.000242	2778652	serotype	                  Escherichia coli O100:H21
0.004	1	1	1	1	1.393e-05	2773707	no rank	                  Escherichia coli O19:H7
0.004	1	1	1	1	6.876e-06	244320	serotype	                  Escherichia coli O55:H7
0.008	2	2	2	1	4.063e-07	1499973	species	                Escherichia marmotae
