# KrakenUniq v1.0.4 DATE:2025-12-17T19:44:17Z DB:/mnt/data/standard_db DB_SIZE:404451462724 WD:/mgvd
# CL:/opt/conda/bin/krakenuniq --db /mnt/data/standard_db --threads 8 --report IMMSA_evaluation/krakenuniq_preload-size-1G/JGI_SRR033549_REPORT.tsv --output IMMSA_evaluation/krakenuniq_preload-size-1G/JGI_SRR033549_OUTPUT.tsv --preload-size 1G /mnt/data/IMMSA/JGI_SRR033549.fastq.gz
%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
0.7868	3981	3981	16756066	1.22	NA	0	no rank	unclassified
99.21	501981	1071	23195006	3.7	0.0006882	1	no rank	root
97.58	493742	3	23037689	3.58	0.00069	131567	no rank	  cellular organisms
96.41	487816	96	22395284	3.63	0.0007487	2	superkingdom	    Bacteria
50.46	255290	170	9202162	4.53	0.0008126	1783272	clade	      Terrabacteria group
37.07	187570	7	6858636	4.36	0.001623	1239	phylum	        Firmicutes
37.06	187518	132	6858636	4.35	0.002228	91061	class	          Bacilli
36.46	184487	193	6731632	4.4	0.007872	186826	order	            Lactobacillales
32.03	162042	6020	5009787	5.25	0.01287	33958	family	              Lactobacillaceae
16.17	81833	220	2214648	6.22	0.1226	2767886	genus	                Levilactobacillus
16.13	81607	69792	2180206	6.24	0.2101	1580	species	                  Levilactobacillus brevis
2.325	11764	11764	73063	11.9	0.9656	387344	strain	                    Levilactobacillus brevis ATCC 367
0.01008	51	51	415	1.27	0.003264	1001583	strain	                    Levilactobacillus brevis KB290
0.0005929	3	3	51	1.33	2.12e-05	2292255	species	                  Levilactobacillus suantsaii
0.0003953	2	2	31	1.13	1.313e-05	267363	species	                  Levilactobacillus zymae
0.0001976	1	1	72	1.07	2.553e-05	637971	species	                  Levilactobacillus koreensis
14.31	72388	21954	2542959	4.05	0.08624	2759736	genus	                Lacticaseibacillus
9.95	50341	36874	781315	3.96	0.09488	1597	species	                  Lacticaseibacillus paracasei
2.6	13154	13154	114064	4.16	0.9498	321967	strain	                    Lacticaseibacillus paracasei ATCC 334
0.03301	167	167	569	1.18	0.0007116	113557	subspecies	                    Lacticaseibacillus paracasei subsp. tolerans
0.02708	137	130	492	1.23	0.0005946	47714	subspecies	                    Lacticaseibacillus paracasei subsp. paracasei
0.001384	7	7	33	1.15	0.0004722	537973	strain	                      Lacticaseibacillus paracasei subsp. paracasei 8700:2
0.001779	9	9	51	1.02	0.0005484	1446494	strain	                    Lacticaseibacillus paracasei N1115
0.008696	44	35	159	1.08	2.268e-05	47715	species	                  Lacticaseibacillus rhamnosus
0.0007906	4	4	13	1.08	0.0007371	568704	strain	                    Lacticaseibacillus rhamnosus Lc 705
0.0007906	4	4	3	1.67	9.177e-05	1088720	strain	                    Lacticaseibacillus rhamnosus ATCC 8530
0.0001976	1	1	1	1	0.001859	1380361	strain	                    Lacticaseibacillus rhamnosus DSM 14870
0.005139	26	19	115	1.3	2.663e-05	1582	species	                  Lacticaseibacillus casei
0.001186	6	6	38	1.74	0.0004586	1051650	strain	                    Lacticaseibacillus casei 12A
0.0001976	1	1	8	1	0.001954	1423732	strain	                    Lacticaseibacillus casei DSM 20011 = JCM 1134 = ATCC 393
0.002767	14	14	67	1.04	2.5e-05	57037	species	                  Lacticaseibacillus zeae
0.001779	9	9	32	1.62	1.329e-05	2100821	species	                  Lacticaseibacillus chiayiensis
0.248	1255	10	123967	1.26	0.007303	1253	genus	                Pediococcus
0.2441	1235	970	121247	1.25	0.02499	1255	species	                  Pediococcus pentosaceus
0.05238	265	265	15134	1.54	0.3853	278197	strain	                    Pediococcus pentosaceus ATCC 25745
0.0007906	4	0	69	1.41	1.138e-05	1670797	species group	                  Pediococcus acidilactici group
0.0007906	4	4	69	1.41	1.138e-05	1254	species	                    Pediococcus acidilactici
0.0005929	3	3	4	1.5	2.1e-06	114090	species	                  Pediococcus inopinatus
