# KrakenUniq v1.0.4 DATE:2025-12-11T13:16:57Z DB:/mnt/data/standard_db DB_SIZE:404451462724 WD:/mgvd
# CL:/opt/conda/bin/krakenuniq --paired --check-names --db /mnt/data/standard_db --threads 8 --report IMMSA_evaluation/krakenuniq_quick/ABRF_MGRG_5ng_Repli_g_08142015_CCGTCC_L001_001_REPORT.tsv --output IMMSA_evaluation/krakenuniq_quick/ABRF_MGRG_5ng_Repli_g_08142015_CCGTCC_L001_001_OUTPUT.tsv --quick /mnt/data/IMMSA/ABRF_MGRG_5ng_Repli_g_08142015_CCGTCC_L001_R1_001.fastq.gz /mnt/data/IMMSA/ABRF_MGRG_5ng_Repli_g_08142015_CCGTCC_L001_R2_001.fastq.gz
%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
1.277	15821	15821	15237567	1.16	NA	0	no rank	unclassified
98.72	1223262	3426	922843	1.33	2.738e-05	1	no rank	root
92.7	1148592	698	905813	1.27	2.713e-05	131567	no rank	  cellular organisms
92.6	1147398	12071	905244	1.27	3.026e-05	2	superkingdom	    Bacteria
57.8	716135	1867	531324	1.35	4.692e-05	1783272	clade	      Terrabacteria group
48.91	605980	490	487083	1.24	0.0001153	1239	phylum	        Firmicutes
48.86	605426	1029	486695	1.24	0.0001581	91061	class	          Bacilli
48.77	604300	1154	485843	1.24	0.0002187	1385	order	            Bacillales
30.07	372596	2200	288619	1.29	0.0002775	186817	family	              Bacillaceae
29.88	370178	1949	286837	1.29	0.01142	45667	genus	                Halobacillus
29.71	368134	351067	285421	1.29	0.07114	1570	species	                  Halobacillus halophilus
1.377	17067	17067	2074	8.23	0.4485	866895	strain	                    Halobacillus halophilus DSM 2266
0.004116	51	51	36	1.42	8.88e-06	402384	species	                  Halobacillus mangrovi
0.002018	25	4	23	1.09	1.79e-06	2636472	no rank	                  unclassified Halobacillus
0.0009685	12	12	11	1.09	2.631e-06	2932257	species	                    Halobacillus sp. SSBR10-3
0.0004035	5	5	4	1.25	1.027e-06	2932259	species	                    Halobacillus sp. SSHM10-5
0.0003228	4	4	4	1	8.898e-07	2932258	species	                    Halobacillus sp. SSTM10-2
0.001533	19	19	18	1.06	4.314e-06	45668	species	                  Halobacillus litoralis
0.009039	112	9	96	1.17	2.238e-07	1386	genus	                Bacillus
0.003147	39	0	32	1.22	4.712e-07	653685	species group	                  Bacillus subtilis group
0.001856	23	1	19	1.21	1.018e-06	1938374	species subgroup	                    Bacillus amyloliquefaciens group
0.001372	17	16	14	1.21	1.547e-06	492670	species	                      Bacillus velezensis
8.07e-05	1	1	1	1	5.772e-05	1458206	strain	                        Bacillus velezensis NJN-6
0.0003228	4	2	3	1.33	8.455e-07	1390	species	                      Bacillus amyloliquefaciens
0.0001614	2	2	1	2	0.000244	1034836	strain	                        Bacillus amyloliquefaciens XH7
8.07e-05	1	1	1	1	9.156e-07	659243	species	                      Bacillus siamensis
0.0009685	12	10	9	1.33	6.69e-07	1423	species	                    Bacillus subtilis
8.07e-05	1	1	1	1	8.244e-07	135461	subspecies	                      Bacillus subtilis subsp. subtilis
8.07e-05	1	1	1	1	3.617e-05	936156	strain	                      Bacillus subtilis BSn5
0.0002421	3	0	3	1	6.012e-07	653388	species subgroup	                    Bacillus mojavensis subgroup
0.0002421	3	3	3	1	1.988e-06	260554	species	                      Bacillus halotolerans
8.07e-05	1	1	1	1	3.909e-07	1402	species	                    Bacillus licheniformis
0.002986	37	5	30	1.23	2.269e-07	86661	species group	                  Bacillus cereus group
0.001211	15	5	12	1.25	6.439e-07	1428	species	                    Bacillus thuringiensis
0.0005649	7	7	4	1.75	5.17e-06	1195464	strain	                      Bacillus thuringiensis MC28
0.0001614	2	2	2	1	6.552e-06	180850	no rank	                      Bacillus thuringiensis serovar indiana
8.07e-05	1	0	1	1	3.454e-06	29339	no rank	                      Bacillus thuringiensis serovar kurstaki
8.07e-05	1	1	1	1	1.372e-05	1261129	strain	                        Bacillus thuringiensis serovar kurstaki str. HD-1
0.0006456	8	8	8	1	6.302e-06	1392	species	                    Bacillus anthracis
0.0006456	8	3	5	1.6	2.216e-07	1396	species	                    Bacillus cereus
0.0002421	3	3	1	3	0.0005501	1454382	strain	                      Bacillus cereus D17
8.07e-05	1	1	1	1	5.189e-06	405535	strain	                      Bacillus cereus AH820
8.07e-05	1	1	1	1	0.0009515	572264	strain	                      Bacillus cereus 03BB102
8.07e-05	1	1	1	1	3.981e-08	1405	species	                    Bacillus mycoides
0.001211	15	0	15	1	2.342e-07	185979	no rank	                  unclassified Bacillus (in: Bacteria)
0.0008878	11	11	11	1	2.988e-06	1071080	species	                    Bacillus sp. SB49
0.0001614	2	2	2	1	4.102e-07	352858	species	                    Bacillus sp. Y1
8.07e-05	1	1	1	1	2.89e-07	98228	species	                    Bacillus sp. OxB-1
8.07e-05	1	1	1	1	2.446e-07	2709784	species	                    Bacillus sp. KH172YL63
0.0003228	4	0	4	1	6.705e-07	1792192	species group	                  Bacillus altitudinis complex
0.0003228	4	4	4	1	7.362e-07	293387	species	                    Bacillus altitudinis
0.0002421	3	3	2	1.5	6.461e-07	1479	species	                  Bacillus smithii
0.0001614	2	2	2	1	9.515e-07	2487276	species	                  Bacillus cabrialesii
8.07e-05	1	1	1	1	2.414e-07	1455	species	                  Bacillus badius
8.07e-05	1	1	1	1	2.421e-07	1471	species	                  Bacillus methanolicus
8.07e-05	1	1	1	1	2.801e-07	2672567	species	                  Bacillus aquiflavi
0.0007263	9	3	9	1	2.194e-07	84406	genus	                Virgibacillus
0.0001614	2	2	2	1	4.741e-07	163877	species	                  Virgibacillus necropolis
0.0001614	2	2	2	1	3.547e-07	1482	species	                  Virgibacillus halodenitrificans
8.07e-05	1	1	1	1	2.537e-07	2017483	species	                  Virgibacillus phasianinus
8.07e-05	1	0	1	1	5.625e-08	2620237	no rank	                  unclassified Virgibacillus
8.07e-05	1	1	1	1	3.435e-07	2419841	species	                    Virgibacillus sp. Bac330
0.0006456	8	1	8	1	2.057e-07	2675229	genus	                Peribacillus
0.0001614	2	2	2	1	4.411e-07	1407	species	                  Peribacillus psychrosaccharolyticus
0.0001614	2	2	2	1	2.429e-07	1478	species	                  Peribacillus simplex
8.07e-05	1	1	1	1	1.699e-07	421767	species	                  Peribacillus butanolivorans
8.07e-05	1	1	1	1	1.116e-07	450367	species	                  Peribacillus frigoritolerans
8.07e-05	1	1	1	1	2.163e-07	228899	species	                  Peribacillus asahii
0.0006456	8	0	7	1.14	4.304e-07	2837506	genus	                Niallia
0.0005649	7	7	6	1.17	5.607e-07	1397	species	                  Niallia circulans
8.07e-05	1	0	1	1	1.801e-07	2837522	no rank	                  unclassified Niallia
8.07e-05	1	1	1	1	1.801e-07	2912824	species	                    Niallia sp. Man26
0.0006456	8	0	4	2	2.922e-07	74385	genus	                Gracilibacillus
0.0004035	5	0	2	2.5	2.295e-07	2625209	no rank	                  unclassified Gracilibacillus
0.0003228	4	4	1	4	2.309e-07	2932255	species	                    Gracilibacillus sp. SSPM10-3
8.07e-05	1	1	1	1	2.43e-07	2932256	species	                    Gracilibacillus sp. SSWR10-1
0.0002421	3	3	2	1.5	4.03e-07	2663022	species	                  Gracilibacillus salitolerans
0.0005649	7	0	4	1.75	1.316e-07	2675233	genus	                Metabacillus
0.0004842	6	0	3	2	2.247e-07	2675274	no rank	                  unclassified Metabacillus
0.0004035	5	5	2	2.5	5.24e-07	2897333	species	                    Metabacillus sp. B2-18
8.07e-05	1	1	1	1	1.816e-07	2745198	species	                    Metabacillus sp. KUDC1714
8.07e-05	1	1	1	1	1.953e-07	2874282	species	                  Metabacillus dongyingensis
0.0005649	7	0	6	1.17	7.091e-07	289201	genus	                Pontibacillus
0.0005649	7	0	6	1.17	7.091e-07	2628296	no rank	                  unclassified Pontibacillus
