# KrakenUniq v1.0.4 DATE:2025-12-12T15:06:19Z DB:/mnt/data/standard_db DB_SIZE:404451462724 WD:/mgvd
# CL:/opt/conda/bin/krakenuniq --paired --check-names --db /mnt/data/standard_db --threads 8 --report IMMSA_evaluation/krakenuniq_quick/ABRF_MGRG_Normal_REPORT.tsv --output IMMSA_evaluation/krakenuniq_quick/ABRF_MGRG_Normal_OUTPUT.tsv --quick /mnt/data/IMMSA/ABRF_MGRG_Normal_08142015_CGTACG_L001_R1_001.fastq.gz /mnt/data/IMMSA/ABRF_MGRG_Normal_08142015_CGTACG_L001_R2_001.fastq.gz
%	reads	taxReads	kmers	dup	cov	taxID	rank	taxName
1.653	24353	24353	17538689	1.03	NA	0	no rank	unclassified
98.35	1449065	649	1164981	1.24	3.456e-05	1	no rank	root
97.31	1433799	465	1156606	1.24	3.464e-05	131567	no rank	  cellular organisms
97.27	1433165	9937	1156082	1.24	3.865e-05	2	superkingdom	    Bacteria
81.71	1203932	1137	935014	1.29	8.257e-05	1783272	clade	      Terrabacteria group
76.16	1122147	1347	855630	1.31	0.0001415	201174	phylum	        Actinobacteria
76.07	1120789	44437	854608	1.31	0.000145	1760	class	          Actinomycetia
73	1075558	21268	822380	1.31	0.0006895	85006	order	            Micrococcales
71.53	1053922	15258	806416	1.31	0.002382	1268	family	              Micrococcaceae
70.48	1038432	609252	794645	1.31	0.06302	1269	genus	                Micrococcus
29.12	429043	265393	325887	1.32	0.04551	1270	species	                  Micrococcus luteus
11.11	163650	163650	122013	1.34	0.3327	465515	strain	                    Micrococcus luteus NCTC 2665
0.006855	101	0	101	1	4.352e-05	2620948	no rank	                  unclassified Micrococcus
0.004412	65	65	65	1	3.046e-05	2856555	species	                    Micrococcus sp. KD337-16
0.002443	36	36	36	1	0.0001934	1179670	species	                    Micrococcus sp. KBS0714
0.002443	36	36	36	1	0.0001893	566027	species	                  Micrococcus yunnanensis
0.007262	107	8	107	1	6.536e-07	1663	genus	                Arthrobacter
0.004819	71	8	71	1	5.869e-07	235627	no rank	                  unclassified Arthrobacter
0.0004072	6	6	6	1	1.224e-06	2575374	species	                    Arthrobacter sp. 24S4-2
0.0004072	6	6	6	1	1.69e-06	2895818	species	                    Arthrobacter sp. QL17
0.0003393	5	5	5	1	1.669e-06	2578107	species	                    Arthrobacter sp. KBS0702
0.0002715	4	4	4	1	1.076e-06	2828862	species	                    Arthrobacter sp. Helios
0.0002715	4	4	4	1	8.713e-07	2830998	species	                    Arthrobacter sp. NicSoilB8
0.0002036	3	3	3	1	6.827e-07	1357915	species	                    Arthrobacter sp. QXT-31
0.0002036	3	3	3	1	6.529e-07	1704044	species	                    Arthrobacter sp. ERGS1:01
0.0002036	3	3	3	1	7.139e-07	2830983	species	                    Arthrobacter sp. NtRootA1
0.0002036	3	3	3	1	8.442e-07	2861279	species	                    Arthrobacter sp. PAMC25284
0.0002036	3	3	3	1	9.175e-07	2886936	species	                    Arthrobacter sp. zg-Y462
0.0001357	2	2	2	1	5.554e-07	1477518	species	                    Arthrobacter sp. D5-1
0.0001357	2	2	2	1	5.442e-07	2565366	species	                    Arthrobacter sp. PAMC25564
0.0001357	2	2	2	1	5.327e-07	2831000	species	                    Arthrobacter sp. NicSoilC5
0.0001357	2	2	2	1	4.442e-07	2879617	species	                    Arthrobacter sp. FW305-BF8
0.0001357	2	2	2	1	6.288e-07	2886940	species	                    Arthrobacter sp. zg-Y809
0.0001357	2	2	2	1	4.535e-07	290399	species	                    Arthrobacter sp. FB24
0.0001357	2	2	2	1	4.901e-07	1849032	species	                    Arthrobacter sp. U41
0.0001357	2	2	2	1	4.618e-07	1494608	species	                    Arthrobacter sp. PAMC 25486
6.787e-05	1	1	1	1	8.191e-07	2879620	species	                    Arthrobacter sp. FW306-05-C
6.787e-05	1	1	1	1	2.336e-07	2879618	species	                    Arthrobacter sp. FW306-2-2C-D06B
6.787e-05	1	1	1	1	2.882e-07	2830997	species	                    Arthrobacter sp. NicSoilB4
6.787e-05	1	1	1	1	2.386e-07	2830995	species	                    Arthrobacter sp. StoSoilB20
6.787e-05	1	1	1	1	2.745e-07	2813727	species	                    Arthrobacter sp. C1-1
6.787e-05	1	1	1	1	2.223e-07	2830992	species	                    Arthrobacter sp. StoSoilB5
6.787e-05	1	1	1	1	2.771e-07	2079227	species	                    Arthrobacter sp. PGP41
0.0006108	9	9	9	1	1.077e-06	37928	species	                  Arthrobacter crystallopoietes
0.0003393	5	5	5	1	1.273e-06	2486855	species	                  Arthrobacter sulfonylureivorans
