1279	0.1071554643272713	32784	genus	Staphylococcus
1637	0.03338148966491038	10213	genus	Listeria
1386	0.113316642043746	34669	genus	Bacillus
45667	3.26852929255952e-06	1	genus	Halobacillus
1350	0.07044007478395022	21551	genus	Enterococcus
2742598	0.0005752611554904755	176	genus	Limosilactobacillus
1578	1.63426464627976e-05	5	genus	Lactobacillus
2767886	3.26852929255952e-06	1	genus	Levilactobacillus
2767887	3.26852929255952e-06	1	genus	Ligilactobacillus
1253	3.26852929255952e-06	1	genus	Pediococcus
1269	0.00011766705453214271	36	genus	Micrococcus
1177	3.26852929255952e-06	1	genus	Nostoc
590	0.08921123851111953	27294	genus	Salmonella
561	0.0025919437289996993	793	genus	Escherichia
570	2.614823434047616e-05	8	genus	Klebsiella
160674	6.53705858511904e-06	2	genus	Raoultella
544	3.595382221815472e-05	11	genus	Citrobacter
547	1.63426464627976e-05	5	genus	Enterobacter
613	6.53705858511904e-06	2	genus	Serratia
53335	3.26852929255952e-06	1	genus	Pantoea
2100764	3.26852929255952e-06	1	genus	Mixta
122277	3.26852929255952e-06	1	genus	Pectobacterium
286	0.09238498045419483	28265	genus	Pseudomonas
53246	0.00028436204845267826	87	genus	Pseudoalteromonas
469	3.26852929255952e-06	1	genus	Acinetobacter
475	3.26852929255952e-06	1	genus	Moraxella
662	3.26852929255952e-06	1	genus	Vibrio
374	3.26852929255952e-06	1	genus	Bradyrhizobium
2723776	3.26852929255952e-06	1	genus	Lichenihabitans
80865	3.26852929255952e-06	1	genus	Delftia
963	3.26852929255952e-06	1	genus	Herbaspirillum
59732	3.26852929255952e-06	1	genus	Chryseobacterium
