2767886	0.001693291180343479	850	genus	Levilactobacillus
2759736	0.09589406770375772	48137	genus	Lacticaseibacillus
1253	5.976321812976985e-05	30	genus	Pediococcus
2767842	1.593685816793863e-05	8	genus	Lactiplantibacillus
2767885	5.976321812976985e-06	3	genus	Latilactobacillus
2742598	3.984214541984657e-06	2	genus	Limosilactobacillus
1578	7.968429083969314e-06	4	genus	Lactobacillus
2767893	3.984214541984657e-06	2	genus	Lentilactobacillus
2767887	3.984214541984657e-06	2	genus	Ligilactobacillus
1243	9.960536354961643e-06	5	genus	Leuconostoc
2767879	1.9921072709923286e-06	1	genus	Companilactobacillus
2767888	1.9921072709923286e-06	1	genus	Liquorilactobacillus
2767881	1.9921072709923286e-06	1	genus	Fructilactobacillus
1357	0.00917963030473265	4608	genus	Lactococcus
1301	1.7928965438930957e-05	9	genus	Streptococcus
1350	1.3944750896946299e-05	7	genus	Enterococcus
2737	1.9921072709923286e-06	1	genus	Vagococcus
1470540	1.9921072709923286e-06	1	genus	Jeotgalibaca
1386	0.003779027493072447	1897	genus	Bacillus
1906945	3.984214541984657e-06	2	genus	Parageobacillus
129337	5.976321812976985e-06	3	genus	Geobacillus
55080	8.765271992366245e-05	44	genus	Brevibacillus
44249	2.390528725190794e-05	12	genus	Paenibacillus
1279	1.9921072709923286e-06	1	genus	Staphylococcus
33986	3.984214541984657e-06	2	genus	Exiguobacterium
73918	9.960536354961643e-06	5	genus	Thermaerobacter
2060094	1.9921072709923286e-06	1	genus	Aminipila
216851	3.984214541984657e-06	2	genus	Faecalibacterium
1730	1.9921072709923286e-06	1	genus	Eubacterium
1754	1.9921072709923286e-06	1	genus	Thermoanaerobacter
44000	1.9921072709923286e-06	1	genus	Caldicellulosiruptor
1573	7.968429083969314e-06	4	genus	Clavibacter
33882	1.9921072709923286e-06	1	genus	Microbacterium
1883	1.593685816793863e-05	8	genus	Streptomyces
1763	1.9921072709923286e-06	1	genus	Mycobacterium
1866885	1.9921072709923286e-06	1	genus	Mycolicibacterium
1827	1.9921072709923286e-06	1	genus	Rhodococcus
1716	1.9921072709923286e-06	1	genus	Corynebacterium
65496	1.9921072709923286e-06	1	genus	Actinoalloteichus
1912216	3.984214541984657e-06	2	genus	Cutibacterium
2132	1.9921072709923286e-06	1	genus	Spiroplasma
65551	3.984214541984657e-06	2	genus	Meiothermus
32	0.007113815064713605	3571	genus	Myxococcus
83461	5.777111085877752e-05	29	genus	Corallococcus
47	9.960536354961643e-06	5	genus	Archangium
161492	1.9921072709923286e-06	1	genus	Anaeromyxobacter
2910984	1.9921072709923286e-06	1	genus	Solidesulfovibrio
22	0.03699741623686952	18572	genus	Shewanella
226	3.984214541984657e-06	2	genus	Alteromonas
629	3.984214541984657e-06	2	genus	Yersinia
204037	3.984214541984657e-06	2	genus	Dickeya
286	2.7889501793892598e-05	14	genus	Pseudomonas
352	1.9921072709923286e-06	1	genus	Azotobacter
662	5.976321812976985e-06	3	genus	Vibrio
642	1.593685816793863e-05	8	genus	Aeromonas
2745	1.9921072709923286e-06	1	genus	Halomonas
59753	1.9921072709923286e-06	1	genus	Alcanivorax
262	1.9921072709923286e-06	1	genus	Francisella
75984	1.9921072709923286e-06	1	genus	Mannheimia
407	5.777111085877752e-05	29	genus	Methylobacterium
2282523	5.179478904580054e-05	26	genus	Methylorubrum
379	1.9921072709923286e-06	1	genus	Rhizobium
106591	1.9921072709923286e-06	1	genus	Ensifer
68287	1.9921072709923286e-06	1	genus	Mesorhizobium
374	1.9921072709923286e-06	1	genus	Bradyrhizobium
13687	2.1913179980915613e-05	11	genus	Sphingomonas
165697	1.9921072709923286e-06	1	genus	Sphingopyxis
125216	1.9921072709923286e-06	1	genus	Roseomonas
522	1.9921072709923286e-06	1	genus	Acidiphilium
204447	1.9921072709923286e-06	1	genus	Skermanella
1653176	1.9921072709923286e-06	1	genus	Cereibacter
943	3.984214541984657e-06	2	genus	Ehrlichia
75	1.9921072709923286e-06	1	genus	Caulobacter
149698	7.968429083969314e-06	4	genus	Massilia
1822464	1.9921072709923286e-06	1	genus	Paraburkholderia
32008	3.984214541984657e-06	2	genus	Burkholderia
106589	3.984214541984657e-06	2	genus	Cupriavidus
44013	1.9921072709923286e-06	1	genus	Polynucleobacter
507	1.9921072709923286e-06	1	genus	Alcaligenes
407217	3.984214541984657e-06	2	genus	Aquitalea
89966	3.984214541984657e-06	2	genus	Hymenobacter
107	3.984214541984657e-06	2	genus	Spirosoma
157	1.9921072709923286e-06	1	genus	Treponema
2239	0.0096856255515647	4862	genus	Halobacterium
203135	1.9921072709923286e-06	1	genus	Halomicrobium
1623302	1.9921072709923286e-06	1	genus	Saphexavirus
2843470	1.9921072709923286e-06	1	genus	Vedamuthuvirus
